City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
467,Lappeenranta,90,FI,2021-12-15 00:49:55,99,61.0587,28.1887,32.81,6.91
468,Maridi,100,SS,2021-12-15 00:49:56,37,4.9158,29.4742,79.7,2.08
469,Guaraciaba Do Norte,100,BR,2021-12-15 00:49:56,67,-4.1669,-40.7475,73.22,6.2
470,Ville-Marie,100,CA,2021-12-15 00:49:56,93,47.3335,-79.433,19.4,2.53
471,Shetpe,52,KZ,2021-12-15 00:49:57,69,44.1667,52.1167,30.36,23.62
472,Jamkhed,100,IN,2021-12-15 00:49:57,58,18.7362,75.3121,67.77,8.23
473,Bushehr,100,IR,2021-12-15 00:49:57,69,28.9684,50.8385,67.75,5.46
474,Hartford,68,US,2021-12-15 00:47:23,64,41.7668,-72.7662,43.45,3.44
475,Namatanai,98,PG,2021-12-15 00:49:58,70,-3.6667,152.4333,85.73,10.25
476,Verkhnyaya Inta,94,RU,2021-12-15 00:49:58,96,65.9811,60.3094,12.16,8.39
477,Zheleznodorozhnyy,86,RU,2021-12-15 00:49:58,100,55.7503,38.0042,27.01,3.18
478,Murgab,90,TM,2021-12-15 00:49:59,93,37.4966,61.9714,28.27,6.91
479,Port Hueneme,1,US,2021-12-15 00:49:59,73,34.1478,-119.1951,52.54,31.07
480,Wahpeton,1,US,2021-12-15 00:49:59,86,46.2652,-96.6059,35.94,21.85
481,Praia Da Vitoria,75,PT,2021-12-15 00:50:00,88,38.7333,-27.0667,60.76,6.89
482,Rivers,100,CA,2021-12-15 00:50:00,97,50.0308,-100.2403,25.75,7.78
483,Los Llanos De Aridane,75,ES,2021-12-15 00:50:00,85,28.6585,-17.9182,60.55,5.01
484,Neijiang,100,CN,2021-12-15 00:50:01,81,29.5835,105.0622,50.79,1.45
